question,answer,chunk_id,topic,dataset_type
ボストン・バレエがFacebookで公開した動画にはどのような要素が含まれていますか？,この動画には、プリンシパル（主役）のポール・クレイグとソリストのデレク・ダンが出演し、プロディガル・サンから提供された小道具を使ってバランシン・トリックが組み込まれています。,cc_news_2per_768_chunk_4,動画の内容,cc_news_2per_768_chunks
動画に組み込まれたバレエの要素や小道具について教えてください。,動画には、ポール・クレイグとデレク・ダンが出演し、プロディガル・サンからの小道具を利用してバランシン・トリックが組み込まれています。,cc_news_2per_768_chunk_4,組み込まれた要素,cc_news_2per_768_chunks
Só Dançaの新しいダンスシューズコレクションの特徴について教えてください。,このコレクションは、ミュージカル界の著名人たちとコラボレーションして発売されたもので、2種類のスタイルと2.5インチまたは3インチのヒールが用意されています。,cc_news_2per_768_chunk_5,コレクションの特徴,cc_news_2per_768_chunks
このダンスシューズはどのような点でプロから評価されていますか？,業界のプロたちは、このシューズが非常に万能（versatile）でサポート性に優れている点を気に入っています。,cc_news_2per_768_chunk_5,サポート性,cc_news_2per_768_chunks
シューズの安定性を高めるためのプロのヒントはありますか？,安定性を高めるためのプロのヒントとして、ヒールを体の真下に中央に配置することが推奨されています。,cc_news_2per_768_chunk_5,安定性のヒント,cc_news_2per_768_chunks
レベッカ・クロンさんがNYCBで引退されるのはいつですか？,レベッカ・クロンさんは今週土曜日の夜に、NYCBで最後の舞台を飾ります。,cc_news_2per_768_chunk_6,退団日,cc_news_2per_768_chunks
レベッカ・クロンさんのNYCBでのキャリアの経緯と功績について教えてください。,彼女は1998年秋にアプレンティスとして参加し、2012年にプリンシパルになりました。特にクラシックなバランシン作品での完璧な表現力で知られています。,cc_news_2per_768_chunk_6,キャリア経緯と功績,cc_news_2per_768_chunks
退団後、レベッカ・クロンさんはどのような役割を担う予定ですか？,土曜日の公演の後、彼女は月曜日にNYCBのスタジオに戻り、バレエマスターという新しい役割を担う予定です。,cc_news_2per_768_chunk_6,退団後の役割,cc_news_2per_768_chunks
好きなバレエ作品や役柄について教えてください。,個人的な好みとしては、バランジナの『ストラヴィンスキーのヴァイオリン協奏曲』や『ムーブメンツ・フォー・ピアノ・アンド・オーケストラ』、そして『アゴン』などが好きです。ロビンズの作品も非常に充実感があります。,cc_news_2per_768_chunk_7,レパートリーと好み,cc_news_2per_768_chunks
会社での経験を通じて、自身の役割や関心はどのように変化しましたか？,年を重ねるにつれて、会社が若々しく見えるようになり、ソリストやプリンシパルになったことで、若いダンサーたちに憧れの存在となり、サポートやアドバイスを提供したいと思うようになりました。,cc_news_2per_768_chunk_7,役割の変化と指導,cc_news_2per_768_chunks
尊敬する指導者やメンターはいますか？,カリン・フォン・アローディンゲンさんの作品への尽きない情熱は非常に刺激的です。また、スージー・ヘンドルさんからは、誰もが持つユニークな資質や女性らしさを引き出す才能を学んでいます。,cc_news_2per_768_chunk_7,指導者からのインスピレーション,cc_news_2per_768_chunks
退職後、時間が増えたことで特に楽しみにしている活動は何ですか？,美術館巡りを楽しみにしています。以前はバレエをしていたため、休日に一日中足を上げることに気を遣っていましたが、それがなくなるので、街をさまよい刺激を受ける時間を楽しむ予定です。,cc_news_2per_768_chunk_8,美術館巡り,cc_news_2per_768_chunks
以前の生活（バレエ）と比べて、時間が増えることで身体的にどのような変化が期待できますか？,以前はバレエをしていたため、休日に一日中足を上げることに気を使う必要がありましたが、退職後はその心配が減り、自由に過ごせるようになります。,cc_news_2per_768_chunk_8,身体的な制約からの解放,cc_news_2per_768_chunks
退職後の趣味や社交的な活動について、他にどのような計画がありますか？,料理が好きなので、もっと料理をする機会が増えることを楽しみにしています。また、より多くのディナーパーティーを主催したいと考えています。,cc_news_2per_768_chunk_8,料理と社交的な活動,cc_news_2per_768_chunks
Krohn and Companyが出演した作品は何ですか？,Krohn and Companyは、バランシーンの作品『Serenade』に出演しています。,cc_news_2per_768_chunk_9,Serenade,cc_news_2per_768_chunks
これからダンスを始める若手ダンサーへのアドバイスはありますか？,バレエで学べる規律（ディシプリン）が非常に重要です。これは、ダンサーが続けるか、他の道に進むかに関わらず、人生において貴重な資質となります。,cc_news_2per_768_chunk_10,若手ダンサーへのアドバイス,cc_news_2per_768_chunks
バレエを通じて身につく規律とは具体的にどのようなものですか？,バレエクラスで毎日教わる規律こそが、最も重要な点です。この規律は、単にダンスの技術に留まらない、人生全般に役立つ価値ある資質です。,cc_news_2per_768_chunk_10,バレエの規律,cc_news_2per_768_chunks
バレエで身につけた規律は、ダンス以外の分野でどのように役立ちますか？,バレエで身につける規律は、ダンサーとして活動し続ける場合だけでなく、他の職業に就いた場合においても、非常に価値のある資質として役立ちます。,cc_news_2per_768_chunk_10,規律の応用,cc_news_2per_768_chunks
毎日をどのように捉えるべきですか？,毎日を新しいスタートとして扱う必要があります。どんな日でも、前向きになり、前に進むことが大切です。,cc_news_2per_768_chunk_11,日々の心構え,cc_news_2per_768_chunks
気分が落ち込んだり、体調が優れない日でもどうすれば良いですか？,毎日それぞれ異なるため、自分自身にがっかりしたり、体の調子が悪い日があっても、新鮮な気持ちでスタートし、前向きに進むよう努めるべきです。,cc_news_2per_768_chunk_11,自己受容と前向きな姿勢,cc_news_2per_768_chunks
人生や日々の課題に対してどのような姿勢を持つべきですか？,毎日を新しいスタートと捉え、前向きな姿勢を保ち、常に前に進み続けることが重要です。,cc_news_2per_768_chunk_11,変化への対応,cc_news_2per_768_chunks
ロイ・カイザー氏は、ネバダ・バレエ・シアターの新しい芸術監督に就任するのですか？,はい、以前ペンシルベニア・バレエの芸術監督を務めていたロイ・カイザー氏が、ラスベガスを拠点とするネバダ・バレエ・シアターの新しい芸術監督に就任することが発表されました。,cc_news_2per_768_chunk_12,新芸術監督,cc_news_2per_768_chunks
ネバダ・バレエ・シアター（NBT）の規模や歴史について教えてください。,NBTは州最大級のプロのバレエカンパニー兼ダンスアカデミーであり、46年の歴史を持ち、35名のカンパニーダンサーと活気ある学校を持っています。,cc_news_2per_768_chunk_12,NBTの歴史と規模,cc_news_2per_768_chunks
今後の公演予定やプログラムの内容について教えてください。,NBTは、現在開催中の「振付家によるショーケース」や、来月（11月）には『クラシック・アメリカナ』というプログラムで『セレナーデ』や『ウエスタン・シンフォニー』を上演する予定です。,cc_news_2per_768_chunk_12,今後の公演予定,cc_news_2per_768_chunks
ピーター・マーティンス氏が退任した後のNYCBの状況はどうですか？,ピーター・マーティンス氏が退任して以来、NYCBは指導体制の変更に伴う不確実な時期を過ごしており、ダンサーたちは今後の検索プロセスや計画について十分な情報を得られていません。,cc_news_2per_768_chunk_13,指導体制の変更,cc_news_2per_768_chunks
ピーター・マーティンス氏は具体的にどのような貢献をされていましたか？,彼は日々のリハーサルにはあまり参加しませんでしたが、バレエが公演に臨む前の最終リハーサルでは常に監督をしており、難しいパ・トニングやターンなどの技術的な修正に役立つ知恵を共有していました。,cc_news_2per_768_chunk_13,指導・リハーサルでの貢献,cc_news_2per_768_chunks
NYCBは現在どのような課題に直面していますか？,マーティンス氏の不在により、新ディレクターの決定、バレエの監督、キャスティングの担当など、多くの分野で不確実性が生じており、組織全体が大きな変化に直面しています。,cc_news_2per_768_chunk_13,組織の不確実性,cc_news_2per_768_chunks
『くるみ割り人形とネズミの王』の原作者と初出年はいつですか？,原作者はドイツの作家ホフマンで、1816年にこの不気味で暗い物語を執筆しました。,cc_news_2per_768_chunk_15,原作者と初出年,cc_news_2per_768_chunks
アレクサンドル・デュマが物語を改変した主な点は何ですか？,デュマは物語を明るくし、キャラクター描写を和らげました。また、主人公の名前も変更しています。,cc_news_2per_768_chunk_15,物語の改変点,cc_news_2per_768_chunks
主人公の名前の変更と、それによって象徴する意味の変化について教えてください。,「マリー・シュタールバウム」（抑圧的な家族を象徴）から「クララ・ジルバーハウス」（輝く魔法に満ちた壮大な家を意味する）に変更されました。,cc_news_2per_768_chunk_15,主人公の名前と象徴,cc_news_2per_768_chunks
『ノッツ・クラッ cracker』はいつ、どこで初演されましたか？,『ノッツ・クラッ cracker』は1892年にサンクトペテルブルクのマリインスキー劇場で初演されました。振り付けはマリーウス・プティパ、作曲はピョートル・イリイチ・チャイコフスキーが担当しました。,cc_news_2per_768_chunk_16,初演の経緯,cc_news_2per_768_chunks
初期の批評家や観客は、初演の『ノッツ・クラッ cracker』をどのように評価しましたか？,批評家たちは作品が不均一だと感じ、特に第一幕にメインのバレリーナがいない点を嘆きました。また、歴史に基づいた物語に比べて物語が軽すぎると考える人もいました。,cc_news_2per_768_chunk_16,初期の批評家の反応,cc_news_2per_768_chunks
アメリカで『ノッツ・クラッ cracker』が本格的に普及し、重要な役割を果たしたのはいつですか？,1944年にサンフランシスコ・バレエの創設芸術監督ウィラム・クリステンセンが、アメリカ初のフルレングスの『ノッツ・クラッ cracker』を振り付けし、以降、地域バレエを通じて普及しました。,cc_news_2per_768_chunk_16,アメリカでの普及,cc_news_2per_768_chunks
『ノッツ・クラッ cracker』が現代の文化・経済的な役割について教えてください。,現在、『ノッツ・クラッ cracker』は単なる公演以上の存在であり、毎年家族連れを劇場に引きつけ、バレエをメインストリーム文化に維持する重要なホリデーの伝統となっています。,cc_news_2per_768_chunk_16,現代の文化的役割,cc_news_2per_768_chunks
チャイコフスキーがフランスで耳にした稀な楽器について教えてください。,チャイコフスキーは、フランスで「秘密裏に」送られてきた稀な楽器を耳にしました。,cc_news_2per_768_chunk_17,チャイコフスキーの楽器,cc_news_2per_768_chunks
1954年の初演におけるバランシンの予算と支出について教えてください。,バランシンには1954年の初演に4万ドルの予算が与えられ、そのうちクリスマスツリーだけで2万5千ドルを費やしました。,cc_news_2per_768_chunk_17,バランシンの予算,cc_news_2per_768_chunks
ニューヨーク市立バレエのツリーの現在の状態はどうなっていますか？,現在、ニューヨーク市立バレエのツリーは重さが1トンで、最大高さは41フィートに達します。,cc_news_2per_768_chunk_17,バレエのツリー,cc_news_2per_768_chunks
『くるみ割り人形』の男性役の元々の名前と由来は何ですか？,砂糖菓子のような「咳」を意味するフランス語の「Prince Coqueluche」という名前でした。これは、咳止め飴（lozenge candy）を指していたと考えられています。,cc_news_2per_768_chunk_18,男性役の由来,cc_news_2per_768_chunks
『くるみ割り人形』の男性役のバリエーションは元々誰によって踊られていたのですか？,振り付けの記録によると、カバリエ（Cavalier）のバリエーションは、果物、花、夢などを象徴する8人の女性の精霊の群れによって踊られていたとされています。,cc_news_2per_768_chunk_18,振り付けの変遷,cc_news_2per_768_chunks
『くるみ割り人形』のグラン・パ・ド・ドゥにおけるスライドの振り付けの出典について教えてください。,バランシンが用いたグラン・パ・ド・ドゥでのスライドは、イヴァノフのオリジナルの振り付けから取り入れられたものだと、フラーリントンによるとされています。,cc_news_2per_768_chunk_18,振り付けの出典,cc_news_2per_768_chunks
NYCBのパフォーマーと衣装について教えてください。,NYCBのUnity PhelanとSilas Farleyが、Karinskaのホットチョコレートの衣装を着ています。この写真はPaul Kolnik氏が撮影し、New York City Balletが提供しています。,cc_news_2per_768_chunk_19,パフォーマーと衣装,cc_news_2per_768_chunks
北京ダンスアカデミー（BDA）はどのような歴史的背景と規模を持っていますか？,"BDAは1954年に中国の共産党政府によって設立された、州が完全に資金提供する専門訓練学校です。現在、4つの部門（バレエ、古典中国舞踊、社交ダンス、ミュージカルシアター）があり、約3,000人の学生と275人の常勤教師が在籍しています。",cc_news_2per_768_chunk_20,BDAの概要と歴史,cc_news_2per_768_chunks
BDAのバレエプログラムの教育内容や特徴について教えてください。,バレエプログラムは、長年ロシア流の才能を育むことで知られていますが、2011年以降は、中国の舞踊の伝統や西洋のコンテンポラリーバレエ振付家の作品に関する知識を広めることに力を入れています。,cc_news_2per_768_chunk_20,教育プログラムの変遷,cc_news_2per_768_chunks
BDAのプロフェッショナルなバレエプログラムに入学するための選考プロセスはどのようなものですか？,入学手続きは非常に厳格で、毎年16歳から18歳の数百人の学生が2日間にわたって北京でオーディションを受けます。この際、古典およびコンテンポラリーのバリエーション、即興作品の発表に加え、学術試験も受験する必要があります。,cc_news_2per_768_chunk_20,入学プロセスと選考,cc_news_2per_768_chunks
BDAの学生の典型的な一日はどのような流れですか？,学生は午前8時にヴァガノワメソッドに基づいたテクニッククラスから一日を始めます。その後、古典中国舞踊、コンテンポラリー、レパートリー、ダンス史、解剖学など、多岐にわたる学習が続きます。,cc_news_2per_768_chunk_21,一日の学習内容,cc_news_2per_768_chunks
BDAにおける古典中国舞踊はどのような役割を果たしていますか？,古典中国舞踊は、中国のバレエダンサーとしてのアイデンティティの大きな一部であり、バレエのテクニックを補完する独自の協調性を持つ、円形の上半身の動きに焦点を当てています。,cc_news_2per_768_chunk_21,中国舞踊の役割,cc_news_2per_768_chunks
学生がプロとして発見される機会はどこですか？,最も重要なプロの成長の側面は舞台での公演です。毎年開催される古典バレエや現代作品の公演が、中国国内のバレエ団のディレクターが才能を発掘する場となります。,cc_news_2per_768_chunk_21,プロの機会と発見,cc_news_2per_768_chunks
現代舞踊へのアプローチや指導の変化について教えてください。,現代舞踊を取り入れることで、中国のバレエダンサー全体の能力が広がり、学生はPaul TaylorやJorma Eloなどの振付家から直接指導を受け、自由でエキサイティングな表現を学んでいます。,cc_news_2per_768_chunk_21,現代舞踊への適応,cc_news_2per_768_chunks
BDA卒業生のキャリアパスや就職状況について教えてください。,卒業生は20歳から22歳頃に社会に出ますが、会社契約を得るのは最も有望な生徒に限られます。多くはBDAや周辺のダンス学校で指導や関連職に就き、海外での就職はごく一部です。,cc_news_2per_768_chunk_22,卒業生のキャリアパス,cc_news_2per_768_chunks
BDAにおけるブルノンヴィル様式の教育の特徴は何ですか？,ブルノンヴィル様式は、多様なバレエ教育の一環として提供されています。アンドーセン氏からは、レパートリーやデンマークのマイムを通じて指導され、「マイムを信じることが最も重要」とされています。,cc_news_2per_768_chunk_22,ブルノンヴィル様式の特徴,cc_news_2per_768_chunks
ブルノンヴィル様式を学ぶ上で、指導法として特に重要視されている点は何ですか？,アンドーセン氏によると、単に言葉で説明するだけでなく、「見せること（Showing）」が非常に効果的であり、それがブルノンヴィル様式のもつ正直さ（honesty）の美しさであると説明されています。,cc_news_2per_768_chunk_22,指導方法とマイム,cc_news_2per_768_chunks
イザベラ・ボイルストンとジェームズ・ホワイトサイドの友情について、どのようなエピソードが語られましたか？,二人は「Cindies」というニックネームで呼ばれており、ファンとのライブ配信で、食べ物への共通の愛（特にパスタや日本のカレー）や、このニックネームの由来など、個人的な側面を共有しました。,cc_news_2per_768_chunk_23,友情と共通の興味,cc_news_2per_768_chunks
プロのダンサーを目指す人へ、ボイルストンとホワイトサイドからどのようなアドバイスがありましたか？,二人は、将来のダンサーを目指す人たちに向けて、心からのアドバイスを提供しました。具体的な内容はテキストに記載されています。,cc_news_2per_768_chunk_23,キャリアアドバイス,cc_news_2per_768_chunks
ボイルストンが経験した、キャリアや夢に関するエピソードを教えてください。,ボイルストンは、パリ・オペラ座バレエでのゲスト出演経験や、ホワイトサイドを相手にカーライ・レイ・ジェプセンの曲でアヴァンギャルドなバレエを振付したいという夢について語りました。,cc_news_2per_768_chunk_23,キャリアと夢,cc_news_2per_768_chunks
ジョン・ノイマイヤーの『アンナ・カレニナ』はどのような形で上演されますか？,ハンブルク・バレエがレオ・トルストイの小説を基にした現代的な翻案版のワールドプレミアを上演し、ボリショイバレエやカナダ国立バレエと共同制作しています。,cc_news_2per_768_chunk_24,アンナ・カレニナ,cc_news_2per_768_chunks
『アンナ・カレニナ』のボリショイでの初日はいつですか？,ボリショイバレエがこの作品をプレミア公演するのは3月23日です。なお、カナダ国立バレエのプレミアは11月に行われます。,cc_news_2per_768_chunk_24,公演日程,cc_news_2per_768_chunks
『アンナ・カレニナ』の主演は誰が務める予定ですか？,ボリショイのスターであるスヴェトラーナ・ザハロワが、この作品のタイトルロール（主役）を演じる予定です。,cc_news_2per_768_chunk_24,出演者,cc_news_2per_768_chunks
リッチモンド・バレエの新作公演はいつ開催されますか？,リッチモンド・バレエの新作公演は、3月20日から25日まで開催される「New Works Festival」で実施されます。,cc_news_2per_768_chunk_25,公演日程,cc_news_2per_768_chunks
新作公演に参加する振付家は誰ですか？,参加する振付家は、フランチェスカ・ハーパー、トム・マッティングリー、マリアナ・オリベイラ、ブラッドリー・シェルバーの4名です。,cc_news_2per_768_chunk_25,振付家,cc_news_2per_768_chunks
振付家たちはどのような制約の中で作品を制作したのですか？,各振付家は、ダンサーと過ごせる時間がわずか25時間という制約の中で、10〜15分のバレエ作品を制作しました。,cc_news_2per_768_chunk_25,創作プロセス,cc_news_2per_768_chunks
「Today's Masters 2018」はいつ開催されますか？,「Today's Masters 2018」は3月22日から3月25日まで開催されます。,cc_news_2per_768_chunk_26,開催日程,cc_news_2per_768_chunks
今回のプログラムで注目すべきプレミア公演は何ですか？,プログラムには、Alejandro Cerrudoによるカンパニープレミア、Nayon Iovinoおよび芸術監督のIb Andersenによるワールドプレミアが含まれます。,cc_news_2per_768_chunk_26,プレミア公演,cc_news_2per_768_chunks
Andersenの作品『Pelvis』はどのような要素を参照していますか？,Andersenの『Pelvis』は、1950年代のダンスの動きや衣装を参照しています。,cc_news_2per_768_chunk_26,作品のテーマ,cc_news_2per_768_chunks
サンフランシスコ・バレエ（SFB）がジェローム・ロビンズに捧げるトリビュート公演はいつですか？,SFBは、ジェローム・ロビンズに捧げるトリビュート公演を3月20日から25日にかけて開催します。,cc_news_2per_768_chunk_27,公演日程,cc_news_2per_768_chunks
SFBが上演するジェローム・ロビンズの作品にはどのようなものがありますか？,SFBは、『Fancy Free』、『Opus 19/The Dreamer』、『The Cage』、そして『Other Dances』の4作品を上演します。,cc_news_2per_768_chunk_27,作品名,cc_news_2per_768_chunks
SFBはジェローム・ロビンズの功績をどのように表現していますか？,SFBは、ロビンズの功績を「神秘的で、ロマンチックで、ウィットに富み、エキサイティング」と表現しています。,cc_news_2per_768_chunk_27,SFBの評価,cc_news_2per_768_chunks
Reid and Harriet Designsの公演はいつ、どこで行われますか？,Reid and Harriet Designsは、3月25日から27日にかけてグッゲンハイム美術館（Guggenheim）で「Guggenheim Works & Process」の一環として公演を行います。,cc_news_2per_768_chunk_28,公演情報,cc_news_2per_768_chunks
Reid and Harriet Designsの活動内容や特徴について教えてください。,デザインとダンスを創造的に交差させることで知られており、過去にはジャスティン・ペックの衣装を基にした水着ラインの制作や、デザイン主導の『ノートルダムの鐘』の発表などを行っています。,cc_news_2per_768_chunk_28,活動内容,cc_news_2per_768_chunks
今回の公演でどのような展示や参加者が見られますか？,今回は、ラル・ルボビッチやパム・タノウィッツなど多くの振付家とコラボレーションし、衣装をフィーチャーしたショートワークが制作されます。また、ニューヨーク市立バレエのラセル・ジャンゼンなどのダンサーがモデルとして参加します。,cc_news_2per_768_chunk_28,公演の参加者,cc_news_2per_768_chunks
